source,model,protocol,pass,kind,domain,n,raw_agr,k_unw,k_lin,k_quad,ci_lin_lo,ci_lin_hi,ci_quad_lo,ci_quad_hi
sonnet_4_6_fulltext_pass1,sonnet_4_6,fulltext,1,single_pass,d2,78,0.44871794871794873,0.11852825229960581,0.13032705649157586,0.15028901734104053,-0.006849315068493126,0.2555066079295154,0.005181347150259048,0.29714285714285726
sonnet_4_6_fulltext_pass1,sonnet_4_6,fulltext,1,single_pass,d3,78,0.6282051282051282,0.22187822497420026,0.30357142857142866,0.4067796610169489,0.15270018621973924,0.4713242961418145,0.20838971583220528,0.6221743810548976
sonnet_4_6_fulltext_pass1,sonnet_4_6,fulltext,1,single_pass,d4,78,0.5512820512820513,0.2084662220933605,0.24132492113564666,0.291537439078423,0.09079754601226972,0.39786223277909755,0.11560693641618515,0.4776119402985073
sonnet_4_6_fulltext_pass1,sonnet_4_6,fulltext,1,single_pass,d5,78,0.3717948717948718,0.06000983767830795,0.06734992679355785,0.08169149447381095,-0.015225933202357923,0.1563421828908553,-0.0004422821760282585,0.1832460732984286
sonnet_4_6_fulltext_pass1,sonnet_4_6,fulltext,1,single_pass,overall,78,0.46153846153846156,0.11074918566775246,0.13984962406015025,0.18644067796610161,0.015151515151515416,0.26200873362445415,0.022284122562673953,0.3392630241423127
sonnet_4_6_fulltext_pass2,sonnet_4_6,fulltext,2,single_pass,d1,78,0.4230769230769231,0.14785142024763293,0.15774647887323962,0.17569352708058086,0.060906515580736696,0.27467811158798267,0.055181695827725544,0.3284132841328415
sonnet_4_6_fulltext_pass2,sonnet_4_6,fulltext,2,single_pass,d2,78,0.4358974358974359,0.10625000000000001,0.11799410029498551,0.13793103448275873,-0.016684045881126142,0.23778501628664508,0.0,0.27515151515151504
sonnet_4_6_fulltext_pass2,sonnet_4_6,fulltext,2,single_pass,d3,78,0.6025641025641025,0.1858585858585859,0.276990185387132,0.38388625592417086,0.1393728222996515,0.44876325088339214,0.2002861230329045,0.58678716110938
sonnet_4_6_fulltext_pass2,sonnet_4_6,fulltext,2,single_pass,d4,78,0.5384615384615384,0.2489970580369082,0.31910766246362765,0.42623620760114417,0.1606886657101864,0.47271849348140993,0.22103861517975998,0.5787709497206704
sonnet_4_6_fulltext_pass2,sonnet_4_6,fulltext,2,single_pass,d5,78,0.38461538461538464,0.07280832095096587,0.08100147275405,0.09696092619392185,-0.005333333333333361,0.16675351745700892,0.007342143906020433,0.18791264601320445
sonnet_4_6_fulltext_pass2,sonnet_4_6,fulltext,2,single_pass,overall,78,0.47435897435897434,0.14469109387536766,0.21022179363548685,0.308900523560209,0.06865671641791046,0.3389830508474576,0.14586070959264152,0.44227415416812005
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,d1,78,0.4230769230769231,0.14785142024763293,0.15774647887323962,0.17569352708058086,0.060906515580736696,0.27467811158798267,0.055181695827725544,0.3284132841328415
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,d2,78,0.44871794871794873,0.12244897959183675,0.12658227848101286,0.13333333333333344,-0.006849315068493126,0.24876169510181623,-0.0023014959723818003,0.28173220507715274
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,d3,78,0.5897435897435898,0.17759472817133448,0.26770386266094437,0.3746578021118498,0.1321022727272726,0.4411463664278403,0.18641810918774945,0.5825027685492801
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,d4,78,0.5128205128205128,0.18683127572016453,0.2277227722772277,0.28944099378881954,0.08256457564575662,0.35844155844155845,0.1209362808842652,0.44444444444444464
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,d5,78,0.3717948717948718,0.06000983767830795,0.06734992679355785,0.08169149447381095,-0.01589403973509912,0.1517450682852808,-0.0009685230024212036,0.17177914110429446
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,overall,78,0.47435897435897434,0.1523986217863768,0.190566037735849,0.24623115577889462,0.05443732845379691,0.32956777996070735,0.058797718297498525,0.40516229956980826
gpt_oss_20b_abstract_run-to-run,gpt_oss_20b,abstract,,run_to_run_mean,overall,3,,0.3314397541930335,0.33143975419303356,0.33143975419303323,,,,
gpt_oss_20b_fulltext_run-to-run,gpt_oss_20b,fulltext,,run_to_run_mean,overall,3,,0.47439684284206346,0.4662099702297693,0.45198473872716827,,,,
gemma4_26b_abstract_run-to-run,gemma4_26b,abstract,,run_to_run_mean,overall,3,,0.6431568431568433,0.643156843156843,0.643156843156843,,,,
gemma4_26b_fulltext_run-to-run,gemma4_26b,fulltext,,run_to_run_mean,overall,3,,0.7600282457868327,0.7776127040523798,0.8060321811417026,,,,
qwen3_6_35b_abstract_run-to-run,qwen3_6_35b,abstract,,run_to_run_mean,overall,3,,0.41826930798931766,0.4216115598182735,0.42812952196029036,,,,
qwen3_6_35b_fulltext_run-to-run,qwen3_6_35b,fulltext,,run_to_run_mean,overall,3,,0.6133909937056857,0.64182426445995,0.6877520986989394,,,,
sonnet_4_6_abstract_run-to-run,sonnet_4_6,abstract,,run_to_run_mean,overall,3,,0.5256497407903322,0.5256497407903321,0.5256497407903314,,,,
sonnet_4_6_fulltext_run-to-run,sonnet_4_6,fulltext,,run_to_run_mean,overall,3,,0.7489301468143222,0.7542293724174863,0.7641658630665376,,,,
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d1,78,0.2692307692307692,0.0,0.0,0.0,-2.8392588826479415e-16,3.092764140027221e-16,-6.414621920056462e-16,6.661338147750936e-16
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d2,78,0.358974358974359,0.05728788977519947,0.05959963603275709,0.06349206349206328,-0.0374064837905236,0.15020862308762153,-0.04813477737665432,0.177215189873418
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d3,77,0.35064935064935066,0.0720655579657749,0.0970919324577862,0.14330218068535822,0.04054910242872236,0.1616766467065868,0.05532836179937439,0.23555956678700338
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d4,78,0.34615384615384615,0.08551724137931031,0.11477516059957156,0.16271186440677948,0.015665796344647598,0.21701720841300182,0.04039662137348524,0.29440789473684204
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d5,78,0.3333333333333333,0.03566333808844502,0.038406827880511814,0.04384724186704422,0.0,0.09347181008902074,0.0,0.10279001468428797
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,overall,78,0.4358974358974359,0.054284926977128625,0.022964509394572022,-0.030674846625766753,-0.05728900255754482,0.12538226299694186,-0.18295618680789588,0.12269938650306739
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d1,77,0.36363636363636365,0.09995229007633591,0.09452736318407974,0.08521097910692349,0.0245198201879853,0.18913896345240547,-0.020573689416419943,0.21652421652421663
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d2,77,0.4025974025974026,0.11027380055262499,0.13266583229036302,0.1604361370716508,0.03492911444421615,0.24821002386634824,0.03604347227954351,0.2998921251348433
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d3,76,0.6052631578947368,0.18103448275862058,0.21243523316062182,0.2597402597402594,0.03932584269662929,0.37577002053388076,0.019656019656019465,0.46969696969696934
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d4,74,0.47297297297297297,0.15416178194607263,0.22291169451074005,0.30455969369996505,0.09526235354049917,0.3551577955723033,0.13867642168274003,0.46336928226106344
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d5,78,0.4358974358974359,0.13812154696132603,0.14754098360655732,0.1657754010695186,0.06751054852320679,0.24054982817869422,0.07617278216442172,0.2641509433962266
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,overall,78,0.44871794871794873,0.15665074176514962,0.1861435726210351,0.2226720647773276,0.06264775413711576,0.3218829516539441,0.06444683136412445,0.401240035429584
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d1,78,0.2692307692307692,0.0,0.0,0.0,-2.8392588826479415e-16,3.092764140027221e-16,-6.414621920056462e-16,6.661338147750936e-16
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d2,78,0.4230769230769231,0.11809045226130656,0.10772163965681603,0.08988764044943788,-0.0014265335235376497,0.20645161290322578,-0.031284916201116966,0.20483641536273153
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d3,78,0.3974358974358974,0.08669656203288485,0.10468319559228643,0.13333333333333344,0.012658227848101174,0.22372611464968167,-0.019704433497536877,0.3205574912891986
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d4,78,0.4230769230769231,0.14390243902439026,0.18507462686567164,0.24258943781942088,0.0649206934710439,0.3123425692695213,0.08375893769152215,0.4024844720496893
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d5,78,0.5384615384615384,0.19263944795859686,0.17529215358931546,0.14375326711970798,-0.001069518716577425,0.32268907563025223,-0.07734806629834307,0.3304721030042913
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,overall,78,0.46153846153846156,0.12195121951219513,0.12658227848101258,0.13368983957219208,0.0,0.2475884244372992,-0.06973500697350074,0.295754026354319
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d1,78,0.3717948717948718,0.09388335704125178,0.12137931034482759,0.17165149544863484,0.03913043478260873,0.22861085556577734,0.05444491705657102,0.3124231242312425
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d2,78,0.44871794871794873,0.14547770700636947,0.1720867208672085,0.21052631578947345,0.02738386308068463,0.3168168168168169,0.04772475027746935,0.39867841409691657
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d3,78,0.5384615384615384,0.12957222566645998,0.17894736842105277,0.23127463863337716,0.019714144898965218,0.3506763787721123,0.01744186046511658,0.43729189789123196
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d4,78,0.48717948717948717,0.17285259809119827,0.2301553968920621,0.2942746959359241,0.10565110565110565,0.35166240409207156,0.1403038427167115,0.45333333333333353
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d5,78,0.5384615384615384,0.14468473956746866,0.17391304347826067,0.21962839447355906,-0.028619528619528573,0.32686084142394806,-0.005524861878453066,0.38154733301297455
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,overall,78,0.4358974358974359,0.14605623289375466,0.1762794476035743,0.2123552123552124,0.05172413793103459,0.3108433734939759,0.05597579425113476,0.3787195671776378
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d1,78,0.2692307692307692,0.0,0.0,0.0,-2.8392588826479415e-16,3.092764140027221e-16,-6.414621920056462e-16,6.661338147750936e-16
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d2,78,0.3974358974358974,0.07025107785949783,0.09343664539653612,0.1280788177339902,-0.024989228780698203,0.19784524975514192,-0.006030150753768647,0.25343320848938805
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d3,78,0.4358974358974359,0.11682964487905298,0.16292682926829263,0.24204946996466398,0.07060900264783747,0.2704081632653061,0.09670865501828478,0.39040852575488433
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d4,77,0.4675324675324675,0.16282153274993363,0.1765729917930862,0.19951338199513355,0.07496395963479106,0.2931726907630525,0.08380755302638397,0.3471321695760598
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d5,78,0.46153846153846156,0.15348837209302332,0.16641221374045798,0.19111111111111126,0.0586843350686229,0.2641509433962264,0.07788595271210051,0.3000997008973081
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,overall,78,0.4230769230769231,0.046195652173913034,0.07657430730478583,0.12571428571428586,-0.03197353914002196,0.19495412844036727,-0.021218961625282327,0.2734622144112479
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d1,78,0.4230769230769231,0.13011152416356878,0.14970930232558136,0.18636995827538244,0.03999999999999986,0.2671860678276811,0.0487804878048786,0.3401015228426396
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d2,78,0.44871794871794873,0.13400464756003097,0.15217391304347816,0.17910447761194018,0.02046511627906977,0.2840579710144926,0.028793774319066198,0.34409687184661947
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d3,78,0.6282051282051282,0.14512471655328796,0.19636363636363618,0.2552083333333329,0.012062726176115727,0.3992297817715019,0.013272501036914396,0.5167104769057457
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d4,76,0.631578947368421,0.3027522935779816,0.3659849300322927,0.44250594766058676,0.16739702015775623,0.5240083507306887,0.20189701897018944,0.603597122302158
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d5,78,0.46153846153846156,0.12825971261309213,0.14553990610328624,0.17812343201204206,0.017524644030668095,0.28737541528239186,0.029493087557603624,0.3115264797507791
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,overall,78,0.5,0.20698644421272153,0.22667868409193329,0.2534562211981563,0.0856269113149848,0.3693270735524258,0.08341608738828202,0.4426719840478565
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d1,78,0.2948717948717949,0.02054794520547948,0.02188782489740093,0.024556616643928875,0.0,0.05758354755784034,0.0,0.06399999999999972
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d2,78,0.4358974358974359,0.10251046025104606,0.11637487126673533,0.14285714285714296,-0.016871165644171692,0.24040066777963282,0.004640371229698502,0.27262753702687914
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d3,78,0.47435897435897434,0.13333333333333328,0.17853560682046118,0.25130890052355975,0.08163265306122455,0.301492537313433,0.10387745332695053,0.42626970227670763
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d4,78,0.44871794871794873,0.1625468164794008,0.190566037735849,0.23821656050955384,0.0782563025210085,0.31142717018146154,0.0907975460122696,0.39362912400455047
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d5,78,0.358974358974359,0.0645238666346846,0.061792452830188735,0.05659516202647202,0.009358288770053373,0.11783271962125176,-0.013679890560875894,0.12191103789126877
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,overall,78,0.47435897435897434,0.1104311543810848,0.12406417112299435,0.14838709677419304,0.01818181818181812,0.24190064794816438,-0.013266998341625274,0.28938906752411586
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d1,78,0.4230769230769231,0.14785142024763293,0.15774647887323962,0.17569352708058086,0.060906515580736696,0.27467811158798267,0.055181695827725544,0.3284132841328415
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d2,78,0.44871794871794873,0.11852825229960581,0.13032705649157586,0.15028901734104053,-0.006849315068493126,0.2555066079295154,0.005181347150259048,0.29714285714285726
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d3,78,0.6025641025641025,0.18613261528105013,0.2849999999999998,0.4059283655825441,0.14285714285714285,0.4595343680709535,0.2185792349726779,0.6110084964905798
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d4,78,0.5128205128205128,0.18504261754193008,0.23413897280966767,0.31107281344248194,0.09056399132321022,0.3689320388349515,0.14037122969837568,0.4704336399474378
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d5,78,0.38461538461538464,0.07280832095096587,0.08100147275405,0.09696092619392185,-0.005952380952380982,0.16631908237747692,0.002949852507374978,0.18873668188736706
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,overall,78,0.47435897435897434,0.1407845244492208,0.1823500731350559,0.24598930481283396,0.04878048780487788,0.31416349809885924,0.06586826347305427,0.39648682559598475
